,Title,Year,Duration,MPA,Rating,Votes,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
442,"443. Quo Vadis, Aida?",2020,1h 41m,TV-MA,8.0,40000.0,813253.0,5760154.237918216,2185475.1598360655,['Jasmila Zbanic'],"['Jasmila Zbanic', 'Hasan Nuhanovic']","['Jasna Djuricic', 'Izudin Bajrovic', 'Boris Ler']","['Drama', 'History', 'War']","['Bosnia and Herzegovina', 'Austria', 'Romania', 'Netherlands', 'Germany', 'Poland', 'France', 'Turkey', 'Norway', 'Croatia', 'Sweden', 'Montenegro', 'Italy']","['Mostar, Bosnia and Herzegovina']","['Deblokada Produkcija', 'Coop99 Filmproduktion', 'Digital Cube']","['Serbo-Croatian', 'Bosnian', 'English', 'Dutch', 'Serbian']",0,43,1,2020
443,444. Falling,2020,1h 52m,R,6.5,7400.0,980690.0,5760154.237918216,2185475.1598360655,['Viggo Mortensen'],['Viggo Mortensen'],"['Viggo Mortensen', 'Lance Henriksen', 'Laura Linney']",['Drama'],"['United Kingdom', 'Canada', 'United States']","['Toronto, Ontario, Canada']","['Perceval Pictures', 'Scythia Films', 'Zephyr Films']","['English', 'Spanish']",0,19,0,2020
444,445. Dil Bechara,2020,1h 41m,Unrated,8.3,136000.0,45171.0,5760154.237918216,2185475.1598360655,['Mukesh Chhabra'],"['Shashank Khaitan', 'Suprotim Sengupta', 'Scott Neustadter']","['Sushant Singh Rajput', 'Sanjana Sanghi', 'Sahil Vaid']","['Tragedy', 'Comedy', 'Drama', 'Romance']",['India'],"['Ranchi, Jharkhand, India']",['Fox STAR Studios'],['Hindi'],0,9,0,2020
453,454. Made in Abyss: Dawn of the Deep Soul,2020,1h 53m,TV-MA,8.0,6100.0,4971635.0,5760154.237918216,2185475.1598360655,['Masayuki Kojima'],"['Akihito Tsukushi', 'Hideyuki Kurata']","['Miyu Tomita', 'Mariya Ise', 'Shiori Izawa']","['Adult Animation', 'Anime', 'Dark Fantasy', 'Seinen', 'Adventure', 'Animation', 'Drama', 'Fantasy', 'Horror', 'Mystery']",['Japan'],[Global],"['AT-X', 'Cygames', 'Fukaki Tamashî no Reimei Production Committee']",['Japanese'],0,0,0,2020
454,455. The Owners,2020,1h 32m,Unrated,5.0,10000.0,583134.0,5760154.237918216,2185475.1598360655,['Julius Berg'],"['Mathieu Gompel', 'Julius Berg', 'Geoff Cox']","['Maisie Williams', 'Sylvester McCoy', 'Rita Tushingham']","['Comedy', 'Crime', 'Horror', 'Mystery', 'Thriller']","['United Kingdom', 'France', 'United States']","['Kent, England, UK']","['Blue Light', 'Logical Pictures', 'Wild Bunch']",['English'],0,2,0,2020
459,460. Horizon Line,2020,1h 32m,PG-13,4.8,12000.0,916042.0,5760154.237918216,2185475.1598360655,['Mikael Marcimain'],"['Josh Campbell', 'Matt Stuecken']","['Allison Williams', 'Alexander Dreymon', 'Keith David']","['Adventure', 'Drama', 'Horror', 'Thriller']","['Sweden', 'United States']","['Pinewood Studios, Iver Heath, Buckinghamshire, England, UK']","['SF Studios', 'Flying Pictures', 'Ombra Films']",['English'],0,0,0,2020
460,461. Princess cursed in Time,2020,1h 55m,Unrated,6.4,483000.0,444259.0,5760154.237918216,2185475.1598360655,['Petr Kubik'],"['Petr Kubik', 'Lukás Parík', 'Viktor Kristof']","['Natalia Germani', 'Marek Lambora', 'Eliska Krenková']","['Quest', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']",['Czech Republic'],"['Bouzov Castle, Bouzov 8, 783 25 Bouzov, Czechia']","['Three Brothers Production', 'ProfesionalniVideo', 'QQ studio Ostrava s.r.o.']","['Czech', 'English']",0,0,0,2020
465,466. The Doorman,2020,1h 37m,R,4.7,8600.0,307873.0,5760154.237918216,2185475.1598360655,['Ryûhei Kitamura'],"['Lior Chefetz', 'Joe Swanson', 'Devon Rose']","['Ruby Rose', 'Jean Reno', 'Aksel Hennie']","['Action', 'Drama', 'Thriller']","['United States', 'Canada', 'Romania', 'United Kingdom']","['Bucharest, Romania']","['Double Dutch International', 'Smash Media', 'CR8IV DNA']","['English', 'French']",0,0,0,2020
466,467. The Unhealer,2020,1h 34m,Unrated,5.5,3600.0,4489.0,5760154.237918216,2185475.1598360655,['Martin Guigui'],"['Kevin E. Moore', 'J. Shawn Harris']","['Lance Henriksen', 'Natasha Henstridge', 'Adam Beach']","['Fantasy', 'Horror', 'Sci-Fi', 'Thriller']",['United States'],"['Apache Junction, Arizona, USA']","['Horror Business Films', 'Sunset Pictures', '7 Ideas']",['English'],0,3,0,2020
470,471. The Swordsman,2020,1h 40m,TV-14,6.8,5800.0,1516150.0,5760154.237918216,2185475.1598360655,['Jae-Hoon Choi'],['Jae-Hoon Choi'],"['Jang Hyuk', 'Kim Hyeon-soo', 'Joe Taslim']","['Action', 'Drama', 'History']",['South Korea'],"['Seoul, South Korea']","['Opus Pictures', 'The Wave E&m']",['Korean'],0,0,0,2020
472,473. Anything for Jackson,2020,1h 37m,Unrated,6.3,11000.0,496008.0,5760154.237918216,2185475.1598360655,['Justin G. Dyck'],['Keith Cooper'],"['Sheila McCarthy', 'Julian Richings', 'Konstantina Mantelos']","['Supernatural Horror', 'Horror', 'Mystery']",['Canada'],"['Barrie, Ontario, Canada']",['Vortex Productions'],['English'],0,3,0,2020
475,476. Friendsgiving,2020,1h 35m,R,4.4,3900.0,122039.0,5760154.237918216,2185475.1598360655,['Nicol Paone'],['Nicol Paone'],"['Malin Akerman', 'Kat Dennings', 'Jack Donnelly']","['Comedy', 'Drama']",['United States'],"['Los Angeles, California, USA']","['Fifth Season', 'Red Hour Films', 'Rhea Films (II)']",['English'],0,0,0,2020
476,477. Black Box,2020,1h 40m,Unrated,6.2,18000.0,32668.0,5760154.237918216,2185475.1598360655,['Emmanuel Osei-Kuffour'],"['Emmanuel Osei-Kuffour', 'Stephen Herman']","['Mamoudou Athie', 'Phylicia Rashad', 'Amanda Christine']","['Horror', 'Mystery', 'Sci-Fi', 'Thriller']",['United States'],"['New Orleans, Louisiana, USA']","['Amazon Studios', 'Blumhouse Productions', 'Black Bar Mitzvah']",['English'],0,0,0,2020
483,484. Force of Nature,2020,1h 31m,R,4.6,14000.0,638221.0,5760154.237918216,2185475.1598360655,['Michael Polish'],['Cory Miller'],"['Emile Hirsch', 'Mel Gibson', 'David Zayas']","['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']","['United States', 'Puerto Rico']","['San Juan, Puerto Rico']","['Lionsgate', 'Grindstone Entertainment Group', 'Emmett/Furla Oasis Films']","['English', 'Spanish']",0,0,0,2020
484,485. Fatima,2020,1h 53m,PG-13,6.6,4300.0,1477512.0,5760154.237918216,2185475.1598360655,['Marco Pontecorvo'],"['Marco Pontecorvo', ""Valerio D'Annunzio"", 'Barbara Nicolosi']","['Joaquim de Almeida', 'Goran Visnjic', 'Stephanie Gil']","['Drama', 'War']","['United States', 'Portugal']","['Fátima, Ourém, Santarém, Portugal']","['Origin Entertainment', 'Rose Pictures', 'Panorama Films']",['English'],0,0,0,2020
485,486. Pixie,2020,1h 33m,R,5.9,5700.0,688554.0,5760154.237918216,2185475.1598360655,['Barnaby Thompson'],['Preston Thompson'],"['Olivia Cooke', 'Fra Fee', 'Rory Fleck Byrne']","['Dark Comedy', 'Comedy', 'Crime', 'Thriller']","['United Kingdom', 'Ireland', 'United States']",['Ireland'],"['Fragile Films', 'Ingenious Media', 'Northern Ireland Screen']",['English'],0,0,0,2020
487,488. Deliver Us from Evil,2020,1h 54m,Unrated,6.8,6700.0,34217377.0,5760154.237918216,2185475.1598360655,[],[],"['Darina Boonchu', 'Hakuryû', 'Choi Hee-Seo']",['Thriller'],[],[Global],"['CJ Entertainment', 'Hive Media']","['Thai', 'English', 'Japanese']",0,24,0,2020
488,489. The Quarry,2020,1h 38m,R,5.5,3800.0,3661.0,5760154.237918216,2185475.1598360655,['Scott Teems'],"['Scott Teems', 'Andrew Brotzman', 'Damon Galgut']","['Shea Whigham', 'Michael Shannon', 'Catalina Sandino Moreno']","['Psychological Thriller', 'True Crime', 'Crime', 'Mystery', 'Thriller']",['United States'],"['New Orleans, Louisiana, USA']","['Prowess Pictures', 'Grindstone Entertainment Group', 'Metalwork Pictures']",['English'],0,0,0,2020
489,490. Rifkin's Festival,2020,1h 28m,PG-13,6.1,10000.0,2319180.0,5760154.237918216,2185475.1598360655,['Woody Allen'],['Woody Allen'],"['Wallace Shawn', 'Damian Chapa', 'Bobby Slayton']","['Comedy', 'Romance']","['Spain', 'United States', 'Italy']","['Donostia-San Sebastián, Guipúzcoa, País Vasco, Spain']","['Gravier Productions', 'Wildside', 'Orange']","['English', 'Spanish', 'Swedish']",0,0,0,2020
491,492. Legacy of Lies,2020,1h 41m,R,5.1,4500.0,94583.0,5760154.237918216,2185475.1598360655,['Adrian Bol'],['Adrian Bol'],"['Scott Adkins', 'Anna Butkevich', 'Julia Bol']","['One-Person Army Action', 'Action', 'Thriller']","['Netherlands', 'United Kingdom', 'Poland', 'Ukraine', 'United States']","['Kyiv, Ukraine']","['13 Films', 'Eager Films B.V.', 'Film Poland Productions']","['English', 'Ukrainian', 'Russian']",0,10,0,2020
492,493. The Stronghold,2020,1h 45m,TV-MA,6.9,14000.0,18066143.0,5760154.237918216,2185475.1598360655,['Cédric Jimenez'],"['Audrey Diwan', 'Cédric Jimenez']","['Gilles Lellouche', 'Karim Leklou', 'François Civil']","['Dark Comedy', 'True Crime', 'Action', 'Crime', 'Drama', 'Thriller']",['France'],"['Marseille, France']","['Chi-Fou-Mi Productions', 'StudioCanal', 'France 2 Cinéma']",['French'],0,0,0,2020
494,495. The High Note,2020,1h 53m,PG-13,6.4,14000.0,2217874.0,5760154.237918216,2185475.1598360655,['Nisha Ganatra'],['Flora Greeson'],"['Dakota Johnson', 'Tracee Ellis Ross', 'Kelvin Harrison Jr.']","['Drama', 'Music', 'Romance']","['United Kingdom', 'United States', 'China']","['Capitol Records Building - 1750 Vine Street, Los Angeles, California, USA']","['Focus Features', 'Working Title Films', 'Perfect World Pictures']",['English'],0,8,0,2020
497,498. Wander,2020,1h 34m,R,4.9,9900.0,4609.0,5760154.237918216,2185475.1598360655,['April Mullen'],['Tim Doiron'],"['Aaron Eckhart', 'Tommy Lee Jones', 'Katheryn Winnick']","['Conspiracy Thriller', 'Psychological Thriller', 'Thriller']","['Canada', 'United States']","['Carizozo, New Mexico, USA']","['WANGO Films', 'Aloe Entertainment', 'Aloe Entertainment']",['English'],0,0,0,2020
504,505. Dating Amber,2020,1h 32m,Unrated,7.0,8100.0,87071.0,5760154.237918216,2185475.1598360655,['David Freyne'],['David Freyne'],"[""Fionn O'Shea"", 'Lola Petticrew', 'Sharon Horgan']","['Comedy', 'Drama', 'Romance']","['Ireland', 'France', 'United States']",['Republic of Ireland'],"['Fís Éireann / Screen Ireland', 'Altitude Film Entertainment', 'Broadcasting Authority of Ireland']",['English'],0,9,0,2020
506,507. Girl,2020,1h 32m,Unrated,4.9,4100.0,25955.0,5760154.237918216,2185475.1598360655,['Chad Faust'],['Chad Faust'],"['Bella Thorne', 'Emma-Leigh Cullum', 'Elizabeth Saunders']","['Mystery', 'Thriller']","['United States', 'Canada']","['Ontario, Canada']","['Fella Films', 'Anamorphic Media', 'Anamorphic Media']",['English'],0,0,0,2020
508,509. Go Karts,2020,1h 42m,Unrated,5.9,3800.0,520191.0,5760154.237918216,2185475.1598360655,['Owen Trevor'],['Steve Worland'],"['William Lodder', ""Frances O'Connor"", 'Anastasia Bampos']","['Family', 'Sport']",['Australia'],"['Busselton, Western Australia, Australia']",['See Pictures'],['English'],0,0,0,2020
516,517. Flashback,2020,1h 37m,R,5.4,7400.0,177143.0,5760154.237918216,2185475.1598360655,['Christopher MacBride'],['Christopher MacBride'],"[""Dylan O'Brien"", 'Liisa Repo-Martell', 'Maika Monroe']","['Drama', 'Mystery', 'Thriller']",['Canada'],"['Toronto, Ontario, Canada']","['Resolute Films and Entertainment', 'Addictive Pictures', 'Trinity Media Films']",['English'],0,0,0,2020
519,"520. Love, Weddings & Other Disasters",2020,1h 36m,PG-13,4.8,3100.0,907236.0,5760154.237918216,2185475.1598360655,['Dennis Dugan'],"['Eileen Conn', 'Dennis Dugan', 'Larry Miller']","['Jeremy Irons', 'Maggie Grace', 'Diane Keaton']","['Comedy', 'Romance']",['United States'],[Global],"['Align', 'Construction Film', 'Convergent Media.']","['English', 'Latin', 'Russian']",0,0,0,2020
520,521. Death of Me,2020,1h 34m,R,4.4,7600.0,292271.0,5760154.237918216,2185475.1598360655,['Darren Lynn Bousman'],"['Ari Margolis', 'James Morley III', 'David Tish']","['Maggie Q', 'Luke Hemsworth', 'Alexandra Essoe']","['Horror', 'Mystery', 'Thriller']","['United States', 'Thailand']","['Krabi, Thailand']","['Benetone Films', '13 Films', 'Dobre Films']","['English', 'Thai']",0,0,0,2020
523,524. The Red Ghost,2020,1h 39m,Unrated,6.1,2400.0,16842.0,5760154.237918216,2185475.1598360655,['Andrey Bogatyrev'],"['Andrey Bogatyrev', 'Vyacheslav Shikhaleev', 'Pavel Abramenkov']","['Aleksey Shevchenkov', 'Vladimir Gostyukhin', 'Yura Borisov']","['Period Drama', 'Action', 'Horror', 'War']",['Russia'],[Global],"['ABS Film Company', 'Movie Art Factory', 'Khleb Film Studio']","['Russian', 'German']",0,0,0,2020
525,526. Shirley,2020,1h 47m,R,6.1,14000.0,275863.0,5760154.237918216,2185475.1598360655,['Josephine Decker'],"['Sarah Gubbins', 'Susan Scarf Merrell']","['Elisabeth Moss', 'Odessa Young', 'Michael Stuhlbarg']","['Biography', 'Drama', 'Mystery', 'Thriller']",['United States'],[Global],"['Los Angeles Media Fund (LAMF)', 'Killer Films']",['English'],0,25,0,2020
527,528. Dragon Rider,2020,1h 31m,TV-Y7,5.7,2200.0,6977378.0,5760154.237918216,2185475.1598360655,['Tomer Eshed'],"['Cornelia Funke', 'Johnny Smith']","['Thomas Brodie-Sangster', 'Felicity Jones', 'Freddie Highmore']","['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","['Germany', 'Belgium', 'Spain', 'United Kingdom']","['Bavaria, Germany']","['Constantin Film', 'Able & Baker', 'Cyborn']",['English'],0,0,0,2020
531,532. Malasaña 32,2020,1h 44m,Unrated,5.6,6100.0,8968845.0,5760154.237918216,2185475.1598360655,['Albert Pintó'],"['Ramón Campos', 'Gema R. Neira', 'David Orea']","['Begoña Vargas', 'Iván Marcos', 'Bea Segura']","['Horror', 'Mystery']","['Spain', 'France']","['Madrid, Madrid, Spain']","['Mr. Fields and Friends', 'Atresmedia Cine', 'Warner Bros. Pictures']",['Spanish'],0,0,0,2020
532,533. Breaking Surface,2020,1h 22m,Unrated,6.1,6300.0,410673.0,5760154.237918216,2185475.1598360655,['Joachim Hedén'],['Joachim Hedén'],"['Moa Gammel', 'Madeleine Martin', 'Trine Wiggen']","['Adventure', 'Drama', 'Horror', 'Thriller']","['Sweden', 'Norway', 'Belgium']","['Lofoten Islands, Norway']","['Way Feature Films', 'Umedia', 'Film i Skåne']","['Swedish', 'Norwegian']",0,0,0,2020
543,544. Sulphur and White,2020,2h 1m,Unrated,5.4,310000.0,17004.0,5760154.237918216,2185475.1598360655,['Julian Jarrold'],['Susanne Farrell'],"['Mark Stanley', 'Anna Friel', 'Hugo Stone']",['Drama'],['United Kingdom'],"['Botany Bay, Kent, England, UK']","['AMG International Film', 'EMU Films', 'Stage 5 Films']",['English'],0,0,0,2020
545,546. Cosmoball,2020,1h 58m,Unrated,4.7,2700.0,1409892.0,5760154.237918216,2185475.1598360655,['Dzhanik Fayziev'],"['Dzhanik Fayziev', 'Twister Murchison', 'Drew Row']","['Viktoriya Agalakova', 'Georgiy Bestaev', 'Khristina Blokhina']","['Action', 'Sci-Fi', 'Sport']",['Russia'],[Global],"['CTB Film Company', 'Bonanza', 'KIT Film Studio']",['Russian'],0,0,0,2020
547,548. Love Is Love Is Love,2020,1h 31m,Unrated,4.4,439000.0,80129.0,5760154.237918216,2185475.1598360655,['Eleanor Coppola'],"['Eleanor Coppola', 'Karen Leigh Hopkins']","['Rosanna Arquette', 'Justin Ashforth', 'Kathy Baker']","['Comedy', 'Drama', 'Romance']",['United States'],"['San Francisco, California, USA']",['American Zoetrope'],['English'],0,0,0,2020
551,552. A Perfect Enemy,2020,1h 29m,Unrated,5.5,3900.0,7113.0,5760154.237918216,2185475.1598360655,['Kike Maíllo'],"['Cristina Clemente', 'Kike Maíllo', 'Fernando Navarro']","['Tomasz Kot', 'Athena Strates', 'Marta Nieto']","['Psychological Thriller', 'Drama', 'Thriller']","['Spain', 'Germany', 'France']","['Barcelona, Catalonia, Spain']","['Barry Films', 'ESCAC Films', 'Hessen-Invest Film']","['English', 'French']",0,0,0,2020
561,562. Apples,2020,1h 31m,Unrated,6.8,5800.0,44781.0,5760154.237918216,2185475.1598360655,['Christos Nikou'],"['Christos Nikou', 'Stavros Raptis']","['Aris Servetalis', 'Sofia Georgovassili', 'Anna Kalaitzidou']","['Drama', 'Sci-Fi']","['Greece', 'Poland', 'Australia', 'Slovenia']","['Athens, Greece']","['Boo Productions', 'Lava Films', 'Greek Film Centre (GFC)']",['Greek'],0,28,0,2020
563,564. Four Kids and It,2020,1h 50m,PG,5.1,1900.0,798211.0,5760154.237918216,2185475.1598360655,['Andy De Emmony'],"['Jacqueline Wilson', 'Simon Lewis', 'Mark Oswin']","['Teddie Allen', 'Pippa Haywood', 'Matthew Goode']","['Family', 'Fantasy']","['United Kingdom', 'Ireland']","['County Wicklow, Ireland']","['Dan Films', 'Deadpan Pictures', 'Kindle Entertainment']",['English'],0,0,0,2020
564,565. Love Sarah,2020,1h 37m,Unrated,6.2,4100.0,1111401.0,5760154.237918216,2185475.1598360655,['Eliza Schroeder'],"['Jake Brunger', 'Eliza Schroeder', 'Mahalia Rimmer']","['Celia Imrie', 'Shannon Tarbet', 'Shelley Conn']","['Comedy', 'Drama', 'Romance']",['United Kingdom'],"['82 Golborne Road, North Kensington, London, England, UK']","['Miraj Films', 'Neopol Film', 'Rainstar Productions']",['English'],0,0,0,2020
566,567. What Lies Below,2020,1h 27m,TV-MA,4.4,8800.0,21676.0,5760154.237918216,2185475.1598360655,['Braden R. Duemmler'],['Braden R. Duemmler'],"['Ema Horvath', 'Troy Iwata', 'Danny Corbo']","['Psychological Horror', 'Psychological Thriller', 'Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",['United States'],"['193 Main St, Hudson Falls, New York, USA']",['DRF Productions'],['English'],0,0,0,2020
567,568. Enforcement,2020,1h 48m,Unrated,6.5,7300.0,6272.0,5760154.237918216,2185475.1598360655,"['Frederik Louis Hviid', 'Anders Ølholm']","['Anders Ølholm', 'Frederik Louis Hviid']","['Jacob Lohmann', 'Simon Sears', 'Tarek Zayat']","['Action', 'Crime', 'Drama', 'Thriller']",['Denmark'],[Global],"['Toolbox Film', 'Det Danske Filminstitut', 'Scanbox Entertainment']","['Danish', 'Arabic']",0,24,0,2020
571,572. 10 Things We Should Do Before We Break Up,2020,1h 14m,Unrated,4.7,1600.0,59110.0,5760154.237918216,2185475.1598360655,['Galt Niederhoffer'],['Galt Niederhoffer'],"['Christina Ricci', 'Hamish Linklater', 'Mia Sinclair Jenness']",['Romance'],['United States'],"['New York, USA']",[],['English'],0,0,0,2020
572,573. Siberia,2020,1h 32m,R,4.8,2600.0,27815.0,5760154.237918216,2185475.1598360655,['Abel Ferrara'],"['Abel Ferrara', 'Christ Zois']","['Willem Dafoe', 'Dounia Sichov', 'Simon McBurney']","['Drama', 'Fantasy', 'Horror']","['Italy', 'Germany', 'Mexico']","['Munich, Germany']","['Vivo Film', 'Rai Cinema', 'Maze Pictures']","['English', 'Russian', 'Inuktitut']",0,0,0,2020
574,575. Money Plane,2020,1h 22m,Unrated,3.2,5800.0,618.0,5760154.237918216,2185475.1598360655,['Andrew Lawrence'],"['Tyler W. Konney', 'Richard Switzer', 'Andrew Lawrence']","['Adam Copeland', 'Kelsey Grammer', 'Thomas Jane']","['Action', 'Comedy', 'Crime', 'Thriller']",['United States'],"['Arabi, Louisiana, USA']","[""Dawn's Light"", 'Taylor & Dodge', 'Maverick Film']",['English'],0,0,0,2020
575,576. Black Water: Abyss,2020,1h 38m,Unrated,4.6,7200.0,1123693.0,5760154.237918216,2185475.1598360655,['Andrew Traucki'],"['John Ridley', 'Sarah Smith']","['Jessica McNamee', 'Luke Mitchell', 'Amali Golden']","['Adventure', 'Horror', 'Thriller']","['Australia', 'United States']","['Screen Queensland Studios, Hemmant, Queensland, Australia']","['Thrills & Spills', 'Cornerstone Pictures', 'ProdigyMovies']","['English', 'Japanese']",0,0,0,2020
576,577. Berlin Alexanderplatz,2020,3h 3m,Unrated,6.9,4100.0,263274.0,5760154.237918216,2185475.1598360655,['Burhan Qurbani'],"['Martin Behnke', 'Alfred Döblin', 'Burhan Qurbani']","['Welket Bungué', 'Albrecht Schuch', 'Jella Haase']","['Crime', 'Drama', 'Thriller']","['Germany', 'Netherlands', 'France', 'Canada']","['Berlin, Germany']","['Entertainment One', 'Sommerhaus Filmproduktion', 'Lemming Film']","['German', 'English', 'Portuguese', 'Soninke']",0,22,0,2020
581,582. Beyond the Infinite Two Minutes,2020,1h 10m,Unrated,7.2,9000.0,450.0,5760154.237918216,2185475.1598360655,['Junta Yamaguchi'],['Makoto Ueda'],"['Kazunari Tosa', 'Riko Fujitani', 'Gôta Ishida']","['Comedy', 'Sci-Fi']",['Japan'],"['Cafe Phalam, Nishinokyohokusei-cho, Nakagyo, Kyoto, Kyoto, Japan']","['Arts Council Tokyo', 'Europe Kikaku', 'Motion Gallery']",['Japanese'],0,2,0,2020
582,583. The Hater,2020,2h 15m,TV-MA,7.1,18000.0,1325591.0,5760154.237918216,2185475.1598360655,['Jan Komasa'],['Mateusz Pacewicz'],"['Maciej Musialowski', 'Vanessa Aleksander', 'Danuta Stenka']","['Drama', 'Thriller']",['Poland'],"['Warsaw, Mazowieckie, Poland']","['Naima Film', 'dFlights', 'TVN']","['Polish', 'English']",0,14,0,2020
583,584. Street Dancer 3D,2020,2h 26m,Unrated,3.7,8500.0,10339127.0,5760154.237918216,2185475.1598360655,"[""Remo D'Souza""]",['Farhad Samji'],"['Varun Dhawan', 'Shraddha Kapoor', 'Prabhu Deva']","['Drama', 'Music']","['United Kingdom', 'India']","['London, England, UK']","['Indo-UK Film Company', ""Remo D'Souza Entertainment"", 'SVO Special Vehicle Operations']",['Hindi'],0,11,0,2020
585,586. Beasts Clawing at Straws,2020,1h 48m,Unrated,7.0,5800.0,5796059.0,5760154.237918216,2185475.1598360655,['Kim Yong-hoon'],"['Keisuke Sone', 'Kim Yong-hoon']","['Jeon Do-yeon', 'Jung Woo-sung', 'Bae Sung-woo']","['Drama', 'Thriller']",['South Korea'],[Global],['Megabox Plus M'],['Korean'],0,10,0,2020
587,588. Surge,2020,1h 45m,TV-MA,6.1,4000.0,34444.0,5760154.237918216,2185475.1598360655,['Aneil Karia'],"['Aneil Karia', 'Rupert Jones', 'Rita Kalnejais']","['Ben Whishaw', 'Ryan McKen', 'Victor Olamide']",['Thriller'],['United Kingdom'],"['Tottenham Hale Rail Station, London, United Kingdom']","['BBC Film', 'British Film Institute (BFI)', 'Protagonist Pictures']",['English'],0,6,0,2020
591,592. Valley of the Dead,2020,1h 41m,TV-MA,5.8,5800.0,1133841.0,5760154.237918216,2185475.1598360655,"['Alberto de Toro', 'Javier Ruiz Caldera']","['Jaime Marques', 'Cristian Conti', 'Manuel Martín Ferreras']","['Miki Esparbé', 'Aura Garrido', 'Luis Callejo']","['Zombie Horror', 'Action', 'Comedy', 'Horror', 'War']",['Spain'],"['Cardona, Barcelona, Catalonia, Spain']","['Malnazidos, A.I.E.', 'Cactus Flower Producciones', 'Ikiru Films']",['Spanish'],0,0,0,2020
592,593. Your Eyes Tell,2020,2h 3m,Unrated,7.3,2100.0,8020474.0,5760154.237918216,2185475.1598360655,['Takahiro Miki'],['Yûichi Toyone'],"['Yuriko Yoshitaka', 'Ryûsei Yokohama', 'Kyôsuke Yabe']","['Drama', 'Romance']",['Japan'],"['Noge Miyakobashi shotengai building, 1 Noge-cho, Naka, Yokohama, Kanagawa, Japan']","['Dragonfly Entertainment', 'Hachinoji']",['Japanese'],0,0,0,2020
593,594. Anjaam Pathiraa,2020,2h 24m,Unrated,7.9,9700.0,1106211.0,5760154.237918216,2185475.1598360655,['Midhun Manuel Thomas'],"['Midhun Manuel Thomas', 'Rajendra Sapre']","['Kunchacko Boban', 'Jinu Joseph', 'Unnimaya Prasad']","['Crime', 'Mystery', 'Thriller']",['India'],[Global],"['Ashiq Usman Productions', 'Manual Movie Makers']",['Malayalam'],0,9,0,2020
596,597. Se upp för Jönssonligan,2020,1h 56m,Unrated,4.0,4100.0,7914.0,5760154.237918216,2185475.1598360655,['Tomas Alfredson'],"['Tomas Alfredson', 'Henrik Dorsin', 'Rikard Ulvshammar']","['Henrik Dorsin', 'Hedda Stiernstedt', 'David Sundin']","['Comedy', 'Crime']",['Sweden'],"['Stockholm, Stockholms län, Sweden']",['FLX'],"['Swedish', 'Finnish', 'English']",0,5,0,2020
